sample_id,split_partition,class_label,target_binary,target_multiclass,mean_hue,std_saturation,exg_index,exr_index,rg_ratio,indice_clorose_necrose,hue_dispersion,glcm_contrast,glcm_homogeneity,glcm_dissimilarity,glcm_energy,indice_rugosidade_pustula,laplacian_var,size_kb,total_pixels,resolution_mp,aspect_ratio,dataset_source_mendeley_data,dataset_source_roboflow_sugarcane,extension_.jpeg,extension_.jpg,size_kb_bin_0,size_kb_bin_1,size_kb_bin_2,size_kb_bin_3,laplacian_var_bin_0,laplacian_var_bin_1,laplacian_var_bin_2,laplacian_var_bin_3,resolution_bin_0,resolution_bin_1,resolution_bin_2,aspect_ratio_bin_0,aspect_ratio_bin_1,aspect_ratio_bin_2
d1eb5936-4d6f-4a95-af67-b63b8cf01c35,test,HEALTHY,0,1,1.291810298404214,-0.7601199325085879,1.0022512839084012,-1.0602264700179267,-1.1281625116573617,-0.44582289821391846,0.57798349851579,-1.3815911910775214,1.3525040600877718,-1.4013724760771307,1.3525040600877718,-1.0100832171861074,-0.7752637893123967,-0.3280023899901722,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ed1b5ceb-d097-4dbe-8bb2-2ed0b10a6593,test,HEALTHY,0,1,1.2912622457714897,-1.271672399317729,2.2816902376430637,-1.489777192844612,-2.044331341517537,-1.004548993124587,-0.19370930115831675,-0.8196469460016199,1.031845610313477,-1.0232413325007323,1.031845610313477,-0.8511311924170369,0.4666197902098833,-0.3189277507419689,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
7f9f2232-b9f8-464b-908c-d160dcd258c1,test,HEALTHY,0,1,1.4852728777557243,-1.6452607159874353,1.625948464776001,-1.4716679718148191,-1.6893672747017565,0.086579378145986,-0.6534469773425472,-1.2719694917540025,1.6817362652036252,-1.5235020275792575,1.6817362652036252,-1.0235845870601668,0.06611185304160316,-0.31553125640596774,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
476a6f1c-859a-4e60-84da-e6baf282a9f5,test,HEALTHY,0,1,0.8944721396794388,-0.9244367854836454,2.0159545966719064,-1.0471878308764757,-1.6536243651960003,-0.8582909644313864,0.009869742079611056,-0.8196469460016199,1.8266327304759673,-1.4750976575216361,1.8266327304759673,-0.9735818628108686,-0.9938631069953732,-0.3229808691568354,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6e8f9b6b-632f-461e-8183-230b1eee1f95,test,HEALTHY,0,1,0.9465371397882018,-1.0406987097584504,2.0057941162818325,-1.8121213271749237,-2.082128441224773,-1.2588110040905731,-0.10825802107005,-1.36881973096216,1.8806473891277868,-1.6492955099973852,1.8806473891277868,-1.0539885375937634,0.06842916029619311,-0.32154479922895723,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9c37bc37-6fdb-4b7a-86bc-28b6f77e03a8,test,HEALTHY,0,1,1.264955719400746,-1.1600609520139162,2.5310127949071792,-1.5600409704402078,-2.2152399662806914,-1.3298213329702835,-0.04430720306697657,-1.5401701541765922,1.9706718202141535,-1.7401820973142883,1.9706718202141535,-1.0799742767386027,-0.3776524862123539,-0.3210298925771852,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
a7795c24-71b9-4961-9974-2152c806014d,test,HEALTHY,0,1,1.1416438770378845,-1.048449504710104,1.6415799730684224,-1.8678977279466855,-1.9223124435496124,-1.0602688516951428,0.029214883821156078,-1.0974262035107303,1.7889082069731095,-1.52714713280497,1.7889082069731095,-1.009506755094929,-0.5949000413301528,-0.3240248542030888,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6d423104-416e-4360-ada4-583152993a22,test,HEALTHY,0,1,1.505002772533782,-1.3088762150856665,1.373499605853401,-1.3985067188544564,-1.515171945616234,-0.23339447671818808,-0.1085731828033792,-1.038890344648657,1.173312573449196,-1.1821512827524638,1.173312573449196,-0.9234970458363732,0.1906671179758082,-0.3220077428241285,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
a5bdf261-893b-4f0d-ad48-8990db2af6dc,test,HEALTHY,0,1,1.1701426139395235,-1.1879638138398696,1.382878510828854,-1.2427674179982382,-1.4317718234361374,-0.2933460707939422,-0.15308109460885322,-1.5071772155452419,1.9012244019475282,-1.6992454261320264,1.9012244019475282,-1.0717336735944005,0.3530717347349805,-0.32010400538684275,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
109f30df-245c-4845-bfe2-3fea834aefd0,test,HEALTHY,0,1,1.032033350493119,-1.2344685835497913,2.258242975204432,-2.1214268223637847,-2.3902569714468047,-1.5009711448070857,-0.3162023759081991,-1.2783552218116834,1.3730810729075134,-1.3728331241235057,1.3730810729075134,-0.9940925346016469,-1.6050528953934473,-0.32320761704018447,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
de7b34e7-6b11-44af-87b5-f14634a72ebc,test,HEALTHY,0,1,1.8206810889827072,-1.3770832106602187,0.937380524494854,-1.169606165037875,-1.1560994983974928,0.38912351529490125,-0.016493215319813553,-1.3922340745069892,1.486254643416088,-1.4689041384368047,1.486254643416088,-1.0238847524458667,-0.2868912854075848,-0.3226265755891023,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
a2bcfbdb-3ce5-4ebb-ac13-60dd02787968,test,HEALTHY,0,1,1.3570285616983493,-0.8252266101024783,1.1444980093694328,-1.3289673101000519,-1.355355947941073,-0.6225699334727085,0.5348468618439053,-1.7423849393364808,1.7760475739607708,-1.7222964850483085,1.7760475739607708,-1.090654963179762,-0.33149945005843956,-0.32214473633698526,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
55720742-08e8-472f-a31e-290a39130493,test,HEALTHY,0,1,1.437592298708752,-1.6313092850744584,1.6673719617509168,-1.4079235137899484,-1.6749879432913946,0.08244782905446874,-0.6570735884310762,-1.7274849025352257,1.678306763067002,-1.676953674016366,1.678306763067002,-1.0838111439190286,-0.5566644716294205,-0.31700984156197387,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12a3a4d2-0c0d-49b1-8c98-74c4568e9363,test,HEALTHY,0,1,1.028745034696776,-0.4624894063650876,1.4844833147295904,-1.778800360480105,-1.7892009184936943,-1.3354113280958153,0.768655060805839,-1.4294841665101266,1.3713663218392018,-1.428666832865493,1.3713663218392018,-1.0198935362991512,-0.13858362111383393,-0.31749168081409085,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
cf75502e-d7b8-4f5a-b607-1ea5949bb992,test,HEALTHY,0,1,1.2698881930952604,-0.9228866264933143,2.010483568769559,-1.194959074479585,-1.7345594591343207,-0.9514638178501025,0.31487490616235675,-1.068690418251167,1.686023142874405,-1.4647698820828132,1.686023142874405,-0.9936231361629553,0.3582856760578073,-0.30977752886598253,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
d12cf02e-dd9b-45c3-861d-2c9dfe6aaeb7,test,HEALTHY,0,1,1.4491014039959518,-1.7460210503589326,0.9287831949340225,-0.9312888162858018,-1.0164145646968377,1.5528814518861604,-0.8306672438979208,-1.1485120439721757,0.8912360227119148,-1.077615939647319,0.8912360227119148,-0.9103184087211892,-1.0029392270758501,-0.31888995942807735,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
bf1600bf-9843-4d0f-bbcd-b3c747f5facd,test,HEALTHY,0,1,1.1038282453799406,-1.2639216043660753,1.5251252362898855,-1.5368611675220731,-1.6733445911302107,-0.5118800381026127,-0.3090568875889615,-1.6189274915546539,1.8172015996002528,-1.6970986371590464,1.8172015996002528,-1.0790178836532371,-0.6860474600106872,-0.3194568291364503,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
fe54aa92-14f7-4e20-a1b1-aad5083fa668,test,HEALTHY,0,1,1.521992404148221,-1.2468698554724373,1.4688518064371698,-1.5107838892391716,-1.6289740827782377,-0.47440226694385695,0.0015488291324954361,-1.6742704853878867,1.4673923816646588,-1.5685127490381807,1.4673923816646588,-1.064734419497904,-0.6742678147998554,-0.31762867432694764,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
be8bb8c7-12e2-4693-8116-c5b37a4d829e,test,HEALTHY,0,1,1.2545427193789933,-1.0732520485553956,1.053835261273391,-1.4122697268370987,-1.3549451099007774,-0.34626431814609704,0.0778925783147455,-1.6072203197822394,2.1009929014058457,-1.8163781892717794,2.1009929014058457,-1.0945499150611817,0.08020880550702514,-0.31968830093403594,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3f9d0a10-6736-4c51-b064-b6ddcf4bbd01,test,HEALTHY,0,1,1.338942824818463,-1.5010959298866773,1.9682784963800222,-1.534688060998498,-1.9050572458571788,-0.5190110616051784,-0.5115537683445887,-1.629570374984122,1.5051169051675168,-1.5665963987810267,1.5051169051675168,-1.060802462734727,-0.5835066139950863,-0.32139363397339116,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
914b1c04-5dcc-4a74-a177-2a7779fd6a96,test,HEALTHY,0,1,1.2539946667462691,-1.1848634958592081,1.5134016050705696,-1.4702192341324358,-1.6293849208185338,-0.5529076723480614,-0.08920938863271785,-1.6093488964681328,1.9063686551524628,-1.7325976438388266,1.9063686551524628,-1.0833363066195882,0.19086022691369053,-0.3190694681690621,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
79121be9-d6d4-49a3-8f5c-258d52339811,test,HEALTHY,0,1,1.9264552470984062,-1.23136826556913,1.4938622197050435,-1.1210734526780304,-1.4210900343884405,-0.2189102723653023,0.3053801765553912,-1.9137353625509128,1.8257753549418116,-1.8050993058302436,1.8257753549418116,-1.1107023190540224,0.2810421009048122,-0.3174349938432535,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
b329fb4d-eca5-447f-9ffd-4d1c845b74f6,test,HEALTHY,0,1,1.415122140767075,-1.4235879803701406,1.1695084226373065,-1.4383470051200002,-1.4305393093152488,0.07425202727817554,-0.34627780988880486,-2.0254856385603253,1.794052460178044,-1.8388266022193662,1.794052460178044,-1.1202133067729174,-0.37630072364717665,-0.3204394032976301,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
81390839-79f7-47cd-965f-7097a9556736,test,HEALTHY,0,1,1.1290386664852363,-1.4654422731090704,1.382878510828854,-1.3347622608295855,-1.4839482545537348,0.06941570856862098,-0.5834083923885237,-2.056350000505782,1.7966245867805124,-1.8528744360006872,1.7966245867805124,-1.123097457475515,-0.149204612697371,-0.3240720933454532,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
198a1154-394a-4f48-83b8-9564629c4d7e,test,HEALTHY,0,1,1.6442081412456346,-0.908935195580338,1.0772825237120223,-0.8298771785189623,-1.0369564667116402,-0.17804172382801364,0.6397886439833773,-1.7881493380831923,1.7186034131723282,-1.7161371280642281,1.7186034131723282,-1.0929262855339597,-0.33343053943726436,-0.322687986474176,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
78842909-61e7-4204-abd4-2091c1eeb2b6,test,HEALTHY,0,1,1.084646403234607,-1.7196683475233103,1.9612443176484324,-0.9943089054694808,-1.5948745254336667,0.4198143225527715,-0.9734966118813101,-1.06443326487938,1.757185312209342,-1.5012776917245232,1.757185312209342,-1.001177888637392,0.9254466266186745,-0.32017486410038937,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3c0b708f-6839-4b67-b778-8e47b35a2851,test,HEALTHY,0,1,1.47595598299942,-1.0453491867294424,2.04096500993978,-1.7222995908671517,-2.0496722360413857,-1.2161523172292092,0.2879523758894698,-0.4162816640247888,1.7820492026998622,-1.351684694744721,1.7820492026998622,-0.9017128710958863,-0.8022990406159451,-0.3141424256204541,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
18c027cb-1a96-43ef-8592-d1edbb29b23d,test,HEALTHY,0,1,0.8818669291267905,-0.9461390113482754,2.3442162708127476,-0.913179595256009,-1.7501713046655702,-0.9486812821280008,-0.029648323343879644,-0.8377398478317151,1.5231217913847899,-1.307885637993422,1.5231217913847899,-0.933221689802084,-1.123632313252405,-0.3187718615721663,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6b3ddfd9-27fe-41d3-a167-48a3f3aa3251,test,HEALTHY,0,1,1.05505156106752,-1.2623714453757446,1.759597860676201,-1.0196618149111907,-1.5032576424476491,-0.284590297427906,-0.33991668837323213,-1.30921958375714,1.4253809804910211,-1.409731297135237,1.4253809804910211,-1.0046700216368705,-1.7626297887055575,-0.3209117947212742,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
54af27d3-7e39-4792-b97e-3e46fc6cf942,test,HEALTHY,0,1,1.472667667203077,-1.1786628598978852,1.3969468682920327,-0.9856164793751803,-1.293319403856371,-0.1275783557105643,0.07531339759912946,-1.5816773995515165,1.4648202550621907,-1.5302698301883126,1.4648202550621907,-1.051166285117367,-0.11811407369829018,-0.3079871653703714,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4b185de6-b240-4401-a991-42ca3bbebe1d,test,HEALTHY,0,1,1.6211899306712338,-0.832977405054132,1.3367655613662115,-1.599881256705752,-1.61007553292462,-0.8919354062360844,0.7450954348650218,-1.4901486020580932,1.5111185339066082,-1.5161428603036704,1.5111185339066082,-1.0409777073670905,-0.11830718263617249,-0.32378865849126676,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2cd15e80-2eb8-4fa7-bc8f-a6827ae0565b,test,HEALTHY,0,1,1.4660910356103907,-1.4127368674378256,1.7861714247733165,-1.3572176949065287,-1.70867666259567,-0.3541722956848608,-0.2977371142711328,-1.3379553690167032,1.6431543661666117,-1.525544949108849,1.6431543661666117,-1.0295901747171932,-0.9152677692772004,-0.32640570697825516,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
a915eb6f-c89d-44ad-861a-e85db8b2ae1b,test,HEALTHY,0,1,1.3871714564981596,-1.3801835286408801,1.6509588780438749,-1.532514954474923,-1.737024487376097,-0.44311795985561603,-0.2965195608809428,-0.8249683877163535,1.786336080370642,-1.4535451014930452,1.786336080370642,-0.9687985530665485,-0.6951235800911644,-0.3219652275960005,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
eadde55e-988a-4e5f-9fdf-99400133ba19,test,HEALTHY,0,1,1.3362025616548432,-1.3476301898439347,1.4743228343395172,-1.384019342030622,-1.5599532920085026,-0.23793129621069156,-0.2791892030774689,-1.639148970070643,1.6105740958686885,-1.6154586133139313,1.6105740958686885,-1.068806081238739,0.3185052348540148,-0.321927436282109,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
43270186-5829-482a-a283-6ae4a8ce05e7,test,HEALTHY,0,1,1.0139476136132328,-0.832977405054132,1.4336809127792223,-0.911006488732434,-1.2703124735997924,-0.522382777526428,0.23448068551960938,-1.374141172676894,1.835206485817526,-1.6291112974749455,1.835206485817526,-1.0509334641497208,0.2209852212233587,-0.32360442583604554,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3a7dd7af-c771-419e-a3ae-fb4303c2a1c5,test,HEALTHY,0,1,1.2216595614155639,-0.7942234302958636,2.105835769353327,-1.3782243913010883,-1.8886237242453372,-1.2228768199868352,0.46654488235924957,-1.3496625407891178,1.5942839607197268,-1.5057948155293293,1.5942839607197268,-1.0269357686512741,-0.3886596956716556,-0.31612174568552287,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
cac8266b-eb29-4053-9bdb-b7f4ba4da545,test,MOSAIC,1,3,0.5026145072819017,0.016509721647108417,0.25975464001840204,-0.3706273332034167,-0.34674855901428897,-0.432864823238983,0.8316012203855222,-0.3024028113294833,-0.953836126791514,0.4302125384604902,-0.953836126791514,-0.03049523697076809,-0.5226772985621024,-0.3285409162131265,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
69dae189-d2d2-430e-8b4d-8a5e5d42d681,test,MOSAIC,1,3,-0.07010049391449844,-1.2034654037431767,0.4184144491864757,0.16902745348440887,-0.12407434117383372,1.434682147137188,-1.044693577002123,-0.6929966331909526,-0.2053472854734412,-0.25071140744234194,-0.2053472854734412,-0.5350024136659248,-0.5481676783625911,-0.33005256876878764,-0.3239318308665653,-0.32392974157784066,-0.23726549397006716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
