filepath,filename,relative_path,dataset_source,split_partition,class_label,extension,width,height,channels,color_mode,size_kb
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-247-_jpeg.rf.417d856c98883900fb4c22e278b28738.jpg,healthy-247-_jpeg.rf.417d856c98883900fb4c22e278b28738.jpg,roboflow_sugarcane\test\healthy-247-_jpeg.rf.417d856c98883900fb4c22e278b28738.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,25.79
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-283-_jpeg.rf.6ad9ca4bb5858534e1e8e524bb0b5c1b.jpg,healthy-283-_jpeg.rf.6ad9ca4bb5858534e1e8e524bb0b5c1b.jpg,roboflow_sugarcane\test\healthy-283-_jpeg.rf.6ad9ca4bb5858534e1e8e524bb0b5c1b.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,45.0
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-286-_jpeg.rf.765609de2471b67d22afbaf34c277c99.jpg,healthy-286-_jpeg.rf.765609de2471b67d22afbaf34c277c99.jpg,roboflow_sugarcane\test\healthy-286-_jpeg.rf.765609de2471b67d22afbaf34c277c99.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,52.19
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-294-_jpeg.rf.077a18713d58f3270518bd4962392657.jpg,healthy-294-_jpeg.rf.077a18713d58f3270518bd4962392657.jpg,roboflow_sugarcane\test\healthy-294-_jpeg.rf.077a18713d58f3270518bd4962392657.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,36.42
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-300-_jpeg.rf.bf9a32ef039660f701bf06e190a40b47.jpg,healthy-300-_jpeg.rf.bf9a32ef039660f701bf06e190a40b47.jpg,roboflow_sugarcane\test\healthy-300-_jpeg.rf.bf9a32ef039660f701bf06e190a40b47.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,39.46
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-315-_jpeg.rf.f7faa3760fcd0256c1cee9b4684e090a.jpg,healthy-315-_jpeg.rf.f7faa3760fcd0256c1cee9b4684e090a.jpg,roboflow_sugarcane\test\healthy-315-_jpeg.rf.f7faa3760fcd0256c1cee9b4684e090a.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,40.55
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-32-_jpeg.rf.b834877a9bf12d6af54512eb40a54a5a.jpg,healthy-32-_jpeg.rf.b834877a9bf12d6af54512eb40a54a5a.jpg,roboflow_sugarcane\test\healthy-32-_jpeg.rf.b834877a9bf12d6af54512eb40a54a5a.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,34.21
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-328-_jpeg.rf.8638eac4d32bc148eb27954af3fbf097.jpg,healthy-328-_jpeg.rf.8638eac4d32bc148eb27954af3fbf097.jpg,roboflow_sugarcane\test\healthy-328-_jpeg.rf.8638eac4d32bc148eb27954af3fbf097.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,38.48
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-329-_jpeg.rf.afdb0113d32c08596e1b4c52b2c7756b.jpg,healthy-329-_jpeg.rf.afdb0113d32c08596e1b4c52b2c7756b.jpg,roboflow_sugarcane\test\healthy-329-_jpeg.rf.afdb0113d32c08596e1b4c52b2c7756b.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,42.51
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-33-_jpeg.rf.382961c9c41cd0eb6a92c7ebb94b17c4.jpg,healthy-33-_jpeg.rf.382961c9c41cd0eb6a92c7ebb94b17c4.jpg,roboflow_sugarcane\test\healthy-33-_jpeg.rf.382961c9c41cd0eb6a92c7ebb94b17c4.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,35.94
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-334-_jpeg.rf.5824ea6e2add03cb4b6cfbd351d7e789.jpg,healthy-334-_jpeg.rf.5824ea6e2add03cb4b6cfbd351d7e789.jpg,roboflow_sugarcane\test\healthy-334-_jpeg.rf.5824ea6e2add03cb4b6cfbd351d7e789.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,37.17
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-345-_jpeg.rf.bff273fe309a65076897b23b58613956.jpg,healthy-345-_jpeg.rf.bff273fe309a65076897b23b58613956.jpg,roboflow_sugarcane\test\healthy-345-_jpeg.rf.bff273fe309a65076897b23b58613956.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,38.19
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-350-_jpeg.rf.d8681137d906a1bb0d2309de29d6f5b9.jpg,healthy-350-_jpeg.rf.d8681137d906a1bb0d2309de29d6f5b9.jpg,roboflow_sugarcane\test\healthy-350-_jpeg.rf.d8681137d906a1bb0d2309de29d6f5b9.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,49.06
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-364-_jpeg.rf.22f786ca13f39902ad6827ee17e74b13.jpg,healthy-364-_jpeg.rf.22f786ca13f39902ad6827ee17e74b13.jpg,roboflow_sugarcane\test\healthy-364-_jpeg.rf.22f786ca13f39902ad6827ee17e74b13.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,48.04
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-383-_jpeg.rf.ebb24890bd467643dc9cb851963ff4a6.jpg,healthy-383-_jpeg.rf.ebb24890bd467643dc9cb851963ff4a6.jpg,roboflow_sugarcane\test\healthy-383-_jpeg.rf.ebb24890bd467643dc9cb851963ff4a6.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,64.37
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-420-_jpeg.rf.e275769d5a7808bb3325386c7e8231dc.jpg,healthy-420-_jpeg.rf.e275769d5a7808bb3325386c7e8231dc.jpg,roboflow_sugarcane\test\healthy-420-_jpeg.rf.e275769d5a7808bb3325386c7e8231dc.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,45.08
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-426-_jpeg.rf.a4da4d704935f3145a590ac15b54334c.jpg,healthy-426-_jpeg.rf.a4da4d704935f3145a590ac15b54334c.jpg,roboflow_sugarcane\test\healthy-426-_jpeg.rf.a4da4d704935f3145a590ac15b54334c.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,43.88
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-43-_jpeg.rf.a106283f756eac50b3a1383b5b5685bb.jpg,healthy-43-_jpeg.rf.a106283f756eac50b3a1383b5b5685bb.jpg,roboflow_sugarcane\test\healthy-43-_jpeg.rf.a106283f756eac50b3a1383b5b5685bb.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,47.75
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-449-_jpeg.rf.1c17538e89954c3f3273950eeaa69769.jpg,healthy-449-_jpeg.rf.1c17538e89954c3f3273950eeaa69769.jpg,roboflow_sugarcane\test\healthy-449-_jpeg.rf.1c17538e89954c3f3273950eeaa69769.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,43.39
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-455-_jpeg.rf.dde3ef278e47280bf1b7a4acd2e6dd55.jpg,healthy-455-_jpeg.rf.dde3ef278e47280bf1b7a4acd2e6dd55.jpg,roboflow_sugarcane\test\healthy-455-_jpeg.rf.dde3ef278e47280bf1b7a4acd2e6dd55.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,39.78
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-458-_jpeg.rf.d96fe58c03574a6bbf06f98113b9f2de.jpg,healthy-458-_jpeg.rf.d96fe58c03574a6bbf06f98113b9f2de.jpg,roboflow_sugarcane\test\healthy-458-_jpeg.rf.d96fe58c03574a6bbf06f98113b9f2de.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,44.7
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-46-_jpeg.rf.deba8579b109b38e4a150605d2c7993c.jpg,healthy-46-_jpeg.rf.deba8579b109b38e4a150605d2c7993c.jpg,roboflow_sugarcane\test\healthy-46-_jpeg.rf.deba8579b109b38e4a150605d2c7993c.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,48.16
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-468-_jpeg.rf.b0ad7ad951d6e5866b50c552db9a4e60.jpg,healthy-468-_jpeg.rf.b0ad7ad951d6e5866b50c552db9a4e60.jpg,roboflow_sugarcane\test\healthy-468-_jpeg.rf.b0ad7ad951d6e5866b50c552db9a4e60.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,41.8
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-47-_jpeg.rf.9c038356fadbbd34d32bf53d2b97886c.jpg,healthy-47-_jpeg.rf.9c038356fadbbd34d32bf53d2b97886c.jpg,roboflow_sugarcane\test\healthy-47-_jpeg.rf.9c038356fadbbd34d32bf53d2b97886c.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,34.11
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-470-_jpeg.rf.110da14c933b087644fbb2605dcb0143.jpg,healthy-470-_jpeg.rf.110da14c933b087644fbb2605dcb0143.jpg,roboflow_sugarcane\test\healthy-470-_jpeg.rf.110da14c933b087644fbb2605dcb0143.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,37.04
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-479-_jpeg.rf.ff5dc1373dac437a5dfdc374d8991592.jpg,healthy-479-_jpeg.rf.ff5dc1373dac437a5dfdc374d8991592.jpg,roboflow_sugarcane\test\healthy-479-_jpeg.rf.ff5dc1373dac437a5dfdc374d8991592.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,42.36
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-496-_jpeg.rf.258520754964dbeef3dd11343c3e76fc.jpg,healthy-496-_jpeg.rf.258520754964dbeef3dd11343c3e76fc.jpg,roboflow_sugarcane\test\healthy-496-_jpeg.rf.258520754964dbeef3dd11343c3e76fc.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,55.13
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-497-_jpeg.rf.f2911074d950acd7eee5d81e67026b4c.jpg,healthy-497-_jpeg.rf.f2911074d950acd7eee5d81e67026b4c.jpg,roboflow_sugarcane\test\healthy-497-_jpeg.rf.f2911074d950acd7eee5d81e67026b4c.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,45.33
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-51-_jpeg.rf.9c4f3b31d192282f275c47caedf5d594.jpg,healthy-51-_jpeg.rf.9c4f3b31d192282f275c47caedf5d594.jpg,roboflow_sugarcane\test\healthy-51-_jpeg.rf.9c4f3b31d192282f275c47caedf5d594.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,40.8
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-516-_jpeg.rf.1d3f4043de0a56be3b645902d73fb227.jpg,healthy-516-_jpeg.rf.1d3f4043de0a56be3b645902d73fb227.jpg,roboflow_sugarcane\test\healthy-516-_jpeg.rf.1d3f4043de0a56be3b645902d73fb227.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,68.16
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-54-_jpeg.rf.493d426dbfac17370424194b285184e1.jpg,healthy-54-_jpeg.rf.493d426dbfac17370424194b285184e1.jpg,roboflow_sugarcane\test\healthy-54-_jpeg.rf.493d426dbfac17370424194b285184e1.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,34.71
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-56-_jpeg.rf.d9bbe2d3a1e225da2bcadedd05a127c2.jpg,healthy-56-_jpeg.rf.d9bbe2d3a1e225da2bcadedd05a127c2.jpg,roboflow_sugarcane\test\healthy-56-_jpeg.rf.d9bbe2d3a1e225da2bcadedd05a127c2.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,29.17
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-64-_jpeg.rf.54aaeb0b28b30e84d207dfa2b1e5b955.jpg,healthy-64-_jpeg.rf.54aaeb0b28b30e84d207dfa2b1e5b955.jpg,roboflow_sugarcane\test\healthy-64-_jpeg.rf.54aaeb0b28b30e84d207dfa2b1e5b955.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,38.57
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-73-_jpeg.rf.0bf1f29ecbbca20c0199fc12622c0ad0.jpg,healthy-73-_jpeg.rf.0bf1f29ecbbca20c0199fc12622c0ad0.jpg,roboflow_sugarcane\test\healthy-73-_jpeg.rf.0bf1f29ecbbca20c0199fc12622c0ad0.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,38.65
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-76-_jpeg.rf.e9ae8f60142864af686478626d2e52fa.jpg,healthy-76-_jpeg.rf.e9ae8f60142864af686478626d2e52fa.jpg,roboflow_sugarcane\test\healthy-76-_jpeg.rf.e9ae8f60142864af686478626d2e52fa.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,35.1
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-8-_jpeg.rf.488632252223ba60e0323cfbfc427b88.jpg,healthy-8-_jpeg.rf.488632252223ba60e0323cfbfc427b88.jpg,roboflow_sugarcane\test\healthy-8-_jpeg.rf.488632252223ba60e0323cfbfc427b88.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,50.94
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-115-_jpeg.rf.377a02c676f2b1ec17b37475bc66ef20.jpg,mosaic-115-_jpeg.rf.377a02c676f2b1ec17b37475bc66ef20.jpg,roboflow_sugarcane\test\mosaic-115-_jpeg.rf.377a02c676f2b1ec17b37475bc66ef20.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,24.65
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-121-_jpeg.rf.bd66228f03240a0c8c4291e2436d6966.jpg,mosaic-121-_jpeg.rf.bd66228f03240a0c8c4291e2436d6966.jpg,roboflow_sugarcane\test\mosaic-121-_jpeg.rf.bd66228f03240a0c8c4291e2436d6966.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,21.45
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-123-_jpeg.rf.98cbbc37f49bdafd031905a5a08a028e.jpg,mosaic-123-_jpeg.rf.98cbbc37f49bdafd031905a5a08a028e.jpg,roboflow_sugarcane\test\mosaic-123-_jpeg.rf.98cbbc37f49bdafd031905a5a08a028e.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,27.28
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-126-_jpeg.rf.ef1af79af2193f90ff7a19b5b01f9c01.jpg,mosaic-126-_jpeg.rf.ef1af79af2193f90ff7a19b5b01f9c01.jpg,roboflow_sugarcane\test\mosaic-126-_jpeg.rf.ef1af79af2193f90ff7a19b5b01f9c01.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,30.89
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-127-_jpeg.rf.32969b5f62fc534602bd1a4140c1da7b.jpg,mosaic-127-_jpeg.rf.32969b5f62fc534602bd1a4140c1da7b.jpg,roboflow_sugarcane\test\mosaic-127-_jpeg.rf.32969b5f62fc534602bd1a4140c1da7b.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,29.3
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-128-_jpeg.rf.0775676a8e9a4ddfe9c1268474e24b6b.jpg,mosaic-128-_jpeg.rf.0775676a8e9a4ddfe9c1268474e24b6b.jpg,roboflow_sugarcane\test\mosaic-128-_jpeg.rf.0775676a8e9a4ddfe9c1268474e24b6b.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,28.79
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-15-_jpeg.rf.cf125c25355210b8615f65bc41fefc09.jpg,mosaic-15-_jpeg.rf.cf125c25355210b8615f65bc41fefc09.jpg,roboflow_sugarcane\test\mosaic-15-_jpeg.rf.cf125c25355210b8615f65bc41fefc09.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,45.18
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-173-_jpeg.rf.ad476d84157e05e502cbc07434ccd388.jpg,mosaic-173-_jpeg.rf.ad476d84157e05e502cbc07434ccd388.jpg,roboflow_sugarcane\test\mosaic-173-_jpeg.rf.ad476d84157e05e502cbc07434ccd388.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,35.44
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-201-_jpeg.rf.c797e37325adefd8617c4d433ff38a07.jpg,mosaic-201-_jpeg.rf.c797e37325adefd8617c4d433ff38a07.jpg,roboflow_sugarcane\test\mosaic-201-_jpeg.rf.c797e37325adefd8617c4d433ff38a07.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,34.9
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-205-_jpeg.rf.e512313853d1eac0c5edab3d423d5ea9.jpg,mosaic-205-_jpeg.rf.e512313853d1eac0c5edab3d423d5ea9.jpg,roboflow_sugarcane\test\mosaic-205-_jpeg.rf.e512313853d1eac0c5edab3d423d5ea9.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,41.98
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-208-_jpeg.rf.30f95b406e07f3c3b1e4abc5fea10fd5.jpg,mosaic-208-_jpeg.rf.30f95b406e07f3c3b1e4abc5fea10fd5.jpg,roboflow_sugarcane\test\mosaic-208-_jpeg.rf.30f95b406e07f3c3b1e4abc5fea10fd5.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,34.19
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-223-_jpeg.rf.72257b1dd540153ff7c7dcf41eea7208.jpg,mosaic-223-_jpeg.rf.72257b1dd540153ff7c7dcf41eea7208.jpg,roboflow_sugarcane\test\mosaic-223-_jpeg.rf.72257b1dd540153ff7c7dcf41eea7208.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,27.7
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-227-_jpeg.rf.70b16eea7d082090b1d390c70c86fa44.jpg,mosaic-227-_jpeg.rf.70b16eea7d082090b1d390c70c86fa44.jpg,roboflow_sugarcane\test\mosaic-227-_jpeg.rf.70b16eea7d082090b1d390c70c86fa44.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,34.96
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\mosaic-240-_jpeg.rf.90c5668d9c1145cddf24de60fe6ae9f8.jpg,mosaic-240-_jpeg.rf.90c5668d9c1145cddf24de60fe6ae9f8.jpg,roboflow_sugarcane\test\mosaic-240-_jpeg.rf.90c5668d9c1145cddf24de60fe6ae9f8.jpg,roboflow_sugarcane,test,MOSAIC,.jpg,640,640,3,RGB,36.93
