sample_id,filepath,filename,relative_path,dataset_source,split_partition,class_label,extension,width,height,channels,color_mode,size_kb,target_binary,target_multiclass,mean_hue,std_saturation,exg_index,exr_index,glcm_contrast,glcm_homogeneity,laplacian_var,rg_ratio,indice_clorose_necrose,hue_dispersion,glcm_dissimilarity,glcm_energy,indice_rugosidade_pustula,total_pixels,resolution_mp,aspect_ratio,size_kb_bin,laplacian_var_bin,resolution_bin,aspect_ratio_bin
d1eb5936-4d6f-4a95-af67-b63b8cf01c35,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-247-_jpeg.rf.417d856c98883900fb4c22e278b28738.jpg,healthy-247-_jpeg.rf.417d856c98883900fb4c22e278b28738.jpg,roboflow_sugarcane\test\healthy-247-_jpeg.rf.417d856c98883900fb4c22e278b28738.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,25.79,0,1,72.68,0.148,34.91,-10.05,12.44,0.8522,113.81,0.5504,3.7164078325455776,10.75664,0.874000119908459,0.8522,12.74327413462404,409600,0.41,1.0,0,0,0,0
ed1b5ceb-d097-4dbe-8bb2-2ed0b10a6593,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-283-_jpeg.rf.6ad9ca4bb5858534e1e8e524bb0b5c1b.jpg,healthy-283-_jpeg.rf.6ad9ca4bb5858534e1e8e524bb0b5c1b.jpg,roboflow_sugarcane\test\healthy-283-_jpeg.rf.6ad9ca4bb5858534e1e8e524bb0b5c1b.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,45.0,0,1,72.67,0.115,51.28,-15.98,17.72,0.8148,178.12,0.3273999999999999,2.844483058210251,8.357050000000001,1.200553117858598,0.8148,26.077226340346108,409600,0.41,1.0,0,3,0,0
7f9f2232-b9f8-464b-908c-d160dcd258c1,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-286-_jpeg.rf.765609de2471b67d22afbaf34c277c99.jpg,healthy-286-_jpeg.rf.765609de2471b67d22afbaf34c277c99.jpg,roboflow_sugarcane\test\healthy-286-_jpeg.rf.765609de2471b67d22afbaf34c277c99.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,52.19,0,1,76.21,0.0909,42.89,-15.73,13.47,0.8906,157.38,0.4137999999999999,4.547252747252746,6.927488999999999,0.7685293808306881,0.8906,11.610689501782604,409600,0.41,1.0,1,2,0,0
476a6f1c-859a-4e60-84da-e6baf282a9f5,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-294-_jpeg.rf.077a18713d58f3270518bd4962392657.jpg,healthy-294-_jpeg.rf.077a18713d58f3270518bd4962392657.jpg,roboflow_sugarcane\test\healthy-294-_jpeg.rf.077a18713d58f3270518bd4962392657.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,36.42,0,1,65.43,0.1374,47.88,-9.87,17.72,0.9075,102.49,0.4225,3.072727272727273,8.990082000000001,0.8103312594241942,0.9075,15.805250321405307,409600,0.41,1.0,0,0,0,0
6e8f9b6b-632f-461e-8183-230b1eee1f95,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-300-_jpeg.rf.bf9a32ef039660f701bf06e190a40b47.jpg,healthy-300-_jpeg.rf.bf9a32ef039660f701bf06e190a40b47.jpg,roboflow_sugarcane\test\healthy-300-_jpeg.rf.bf9a32ef039660f701bf06e190a40b47.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,39.46,0,1,66.38,0.1299,47.75,-20.43,12.56,0.9138,157.5,0.3181999999999999,2.4476923076923076,8.622761999999998,0.6598944812619671,0.9138,9.06020407154603,409600,0.41,1.0,0,2,0,0
9c37bc37-6fdb-4b7a-86bc-28b6f77e03a8,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-315-_jpeg.rf.f7faa3760fcd0256c1cee9b4684e090a.jpg,healthy-315-_jpeg.rf.f7faa3760fcd0256c1cee9b4684e090a.jpg,roboflow_sugarcane\test\healthy-315-_jpeg.rf.f7faa3760fcd0256c1cee9b4684e090a.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,40.55,0,1,72.19,0.1222,54.47,-16.95,10.95,0.9243,134.4,0.2857999999999999,2.3368765331152894,8.821617999999999,0.581405078667189,0.9243,6.880347575279067,409600,0.41,1.0,0,1,0,0
a7795c24-71b9-4961-9974-2152c806014d,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-32-_jpeg.rf.b834877a9bf12d6af54512eb40a54a5a.jpg,healthy-32-_jpeg.rf.b834877a9bf12d6af54512eb40a54a5a.jpg,roboflow_sugarcane\test\healthy-32-_jpeg.rf.b834877a9bf12d6af54512eb40a54a5a.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,34.21,0,1,69.94,0.1294,43.09,-21.2,15.11,0.9031,123.15,0.3571,2.7575289575289577,9.050235999999998,0.7653814781532151,0.9031,12.791631605900983,409600,0.41,1.0,0,1,0,0
6d423104-416e-4360-ada4-583152993a22,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-328-_jpeg.rf.8638eac4d32bc148eb27954af3fbf097.jpg,healthy-328-_jpeg.rf.8638eac4d32bc148eb27954af3fbf097.jpg,roboflow_sugarcane\test\healthy-328-_jpeg.rf.8638eac4d32bc148eb27954af3fbf097.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,38.48,0,1,76.57,0.1126,39.66,-14.72,15.66,0.8313,163.83,0.4562,4.0479148181011535,8.621782,1.0633189292963805,0.8313,20.00669762439183,409600,0.41,1.0,0,2,0,0
a5bdf261-893b-4f0d-ad48-8990db2af6dc,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-329-_jpeg.rf.afdb0113d32c08596e1b4c52b2c7756b.jpg,healthy-329-_jpeg.rf.afdb0113d32c08596e1b4c52b2c7756b.jpg,roboflow_sugarcane\test\healthy-329-_jpeg.rf.afdb0113d32c08596e1b4c52b2c7756b.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,42.51,0,1,70.46,0.1204,39.78,-12.57,11.26,0.9162,172.24,0.4765,3.954356846473029,8.483384,0.6167578733992783,0.9162,7.5716241326601335,409600,0.41,1.0,0,3,0,0
109f30df-245c-4845-bfe2-3fea834aefd0,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-33-_jpeg.rf.382961c9c41cd0eb6a92c7ebb94b17c4.jpg,healthy-33-_jpeg.rf.382961c9c41cd0eb6a92c7ebb94b17c4.jpg,roboflow_sugarcane\test\healthy-33-_jpeg.rf.382961c9c41cd0eb6a92c7ebb94b17c4.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,35.94,0,1,67.94,0.1174,50.98,-24.7,13.41,0.8546,70.84,0.2432,2.069787234042553,7.9761560000000005,0.8986466244303154,0.8546,14.084678861162377,409600,0.41,1.0,0,0,0,0
de7b34e7-6b11-44af-87b5-f14634a72ebc,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-334-_jpeg.rf.5824ea6e2add03cb4b6cfbd351d7e789.jpg,healthy-334-_jpeg.rf.5824ea6e2add03cb4b6cfbd351d7e789.jpg,roboflow_sugarcane\test\healthy-334-_jpeg.rf.5824ea6e2add03cb4b6cfbd351d7e789.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,37.17,0,1,82.33,0.1082,34.08,-11.56,12.34,0.8678,139.1,0.5436,5.019390581717451,8.908106,0.815679965182424,0.8678,11.585509634382037,409600,0.41,1.0,0,1,0,0
a2bcfbdb-3ce5-4ebb-ac13-60dd02787968,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-345-_jpeg.rf.bff273fe309a65076897b23b58613956.jpg,healthy-345-_jpeg.rf.bff273fe309a65076897b23b58613956.jpg,roboflow_sugarcane\test\healthy-345-_jpeg.rf.bff273fe309a65076897b23b58613956.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,38.19,0,1,73.87,0.1438,36.73,-13.76,9.05,0.9016,136.79,0.4951000000000001,3.4405837387074363,10.622506000000001,0.5968510433935761,0.9016,5.984380614571088,409600,0.41,1.0,0,1,0,0
55720742-08e8-472f-a31e-290a39130493,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-350-_jpeg.rf.d8681137d906a1bb0d2309de29d6f5b9.jpg,healthy-350-_jpeg.rf.d8681137d906a1bb0d2309de29d6f5b9.jpg,roboflow_sugarcane\test\healthy-350-_jpeg.rf.d8681137d906a1bb0d2309de29d6f5b9.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,49.06,0,1,75.34,0.0918,43.42,-14.85,9.19,0.8902,125.13,0.4173,4.540805223068553,6.916212000000001,0.6360089681757642,0.8902,6.558485657018934,409600,0.41,1.0,1,1,0,0
12a3a4d2-0c0d-49b1-8c98-74c4568e9363,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-364-_jpeg.rf.22f786ca13f39902ad6827ee17e74b13.jpg,healthy-364-_jpeg.rf.22f786ca13f39902ad6827ee17e74b13.jpg,roboflow_sugarcane\test\healthy-364-_jpeg.rf.22f786ca13f39902ad6827ee17e74b13.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,48.04,0,1,67.88,0.1672,41.08,-19.97,11.99,0.8544,146.78,0.3895,2.328153018529588,11.349535999999999,0.8504287897290402,0.8544,11.92031936971147,409600,0.41,1.0,1,2,0,0
cf75502e-d7b8-4f5a-b607-1ea5949bb992,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-383-_jpeg.rf.ebb24890bd467643dc9cb851963ff4a6.jpg,healthy-383-_jpeg.rf.ebb24890bd467643dc9cb851963ff4a6.jpg,roboflow_sugarcane\test\healthy-383-_jpeg.rf.ebb24890bd467643dc9cb851963ff4a6.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,64.37,0,1,72.28,0.1375,47.81,-11.91,15.38,0.8911,172.51,0.4028,2.927325581395349,9.938500000000001,0.8192502974061106,0.8911,14.124055121741934,409600,0.41,1.0,2,3,0,0
d12cf02e-dd9b-45c3-861d-2c9dfe6aaeb7,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-420-_jpeg.rf.e275769d5a7808bb3325386c7e8231dc.jpg,healthy-420-_jpeg.rf.e275769d5a7808bb3325386c7e8231dc.jpg,roboflow_sugarcane\test\healthy-420-_jpeg.rf.e275769d5a7808bb3325386c7e8231dc.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,45.08,0,1,75.55,0.0844,33.97,-8.27,14.63,0.7984,102.02,0.5776000000000001,6.835502958579882,6.3764199999999995,1.1535953592139667,0.7984,21.11220928859186,409600,0.41,1.0,0,0,0,0
bf1600bf-9843-4d0f-bbcd-b3c747f5facd,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-426-_jpeg.rf.a4da4d704935f3145a590ac15b54334c.jpg,healthy-426-_jpeg.rf.a4da4d704935f3145a590ac15b54334c.jpg,roboflow_sugarcane\test\healthy-426-_jpeg.rf.a4da4d704935f3145a590ac15b54334c.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,43.88,0,1,69.25,0.1155,41.6,-16.63,10.21,0.9064,118.43,0.4176999999999999,3.6133217993079576,7.998375,0.6186118343517205,0.9064,6.960576183305121,409600,0.41,1.0,0,0,0,0
fe54aa92-14f7-4e20-a1b1-aad5083fa668,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-43-_jpeg.rf.a106283f756eac50b3a1383b5b5685bb.jpg,healthy-43-_jpeg.rf.a106283f756eac50b3a1383b5b5685bb.jpg,roboflow_sugarcane\test\healthy-43-_jpeg.rf.a106283f756eac50b3a1383b5b5685bb.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,47.75,0,1,76.88,0.1166,40.88,-16.27,9.69,0.8656,119.04,0.4285,3.671808054841474,8.964208,0.7296582476748963,0.8656,8.158768082125253,409600,0.41,1.0,1,0,0,0
be8bb8c7-12e2-4693-8116-c5b37a4d829e,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-449-_jpeg.rf.1c17538e89954c3f3273950eeaa69769.jpg,healthy-449-_jpeg.rf.1c17538e89954c3f3273950eeaa69769.jpg,roboflow_sugarcane\test\healthy-449-_jpeg.rf.1c17538e89954c3f3273950eeaa69769.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,43.39,0,1,72.0,0.1278,35.57,-14.91,10.32,0.9395,158.11,0.4952,3.8717748240813137,9.2016,0.5156023467751095,0.9395,5.657646165570579,409600,0.41,1.0,0,2,0,0
3f9d0a10-6736-4c51-b064-b6ddcf4bbd01,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-455-_jpeg.rf.dde3ef278e47280bf1b7a4acd2e6dd55.jpg,healthy-455-_jpeg.rf.dde3ef278e47280bf1b7a4acd2e6dd55.jpg,roboflow_sugarcane\test\healthy-455-_jpeg.rf.dde3ef278e47280bf1b7a4acd2e6dd55.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,39.78,0,1,73.54,0.1002,47.27,-16.6,10.11,0.87,123.74,0.3612999999999999,3.6021934197407766,7.368708000000001,0.731313202396894,0.87,8.488606746535703,409600,0.41,1.0,0,1,0,0
914b1c04-5dcc-4a74-a177-2a7779fd6a96,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-458-_jpeg.rf.d96fe58c03574a6bbf06f98113b9f2de.jpg,healthy-458-_jpeg.rf.d96fe58c03574a6bbf06f98113b9f2de.jpg,roboflow_sugarcane\test\healthy-458-_jpeg.rf.d96fe58c03574a6bbf06f98113b9f2de.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,44.7,0,1,71.99,0.1206,41.45,-15.71,10.3,0.9168,163.84,0.4284,3.5492957746478875,8.681994,0.5879549914746881,0.9168,6.59831816538384,409600,0.41,1.0,0,2,0,0
79121be9-d6d4-49a3-8f5c-258d52339811,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-46-_jpeg.rf.deba8579b109b38e4a150605d2c7993c.jpg,healthy-46-_jpeg.rf.deba8579b109b38e4a150605d2c7993c.jpg,roboflow_sugarcane\test\healthy-46-_jpeg.rf.deba8579b109b38e4a150605d2c7993c.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,48.16,0,1,84.26,0.1176,41.2,-10.89,7.44,0.9074,168.51,0.4790999999999999,4.070518266779948,9.908976000000001,0.5253427589678955,0.9074,4.302675172524376,409600,0.41,1.0,1,3,0,0
b329fb4d-eca5-447f-9ffd-4d1c845b74f6,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-468-_jpeg.rf.b0ad7ad951d6e5866b50c552db9a4e60.jpg,healthy-468-_jpeg.rf.b0ad7ad951d6e5866b50c552db9a4e60.jpg,roboflow_sugarcane\test\healthy-468-_jpeg.rf.b0ad7ad951d6e5866b50c552db9a4e60.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,41.8,0,1,74.93,0.1052,37.05,-15.27,6.39,0.9037,134.47,0.4768000000000001,4.5280151946818625,7.882636000000001,0.4962159601423561,0.9037,3.504830314258489,409600,0.41,1.0,0,1,0,0
81390839-79f7-47cd-965f-7097a9556736,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-47-_jpeg.rf.9c038356fadbbd34d32bf53d2b97886c.jpg,healthy-47-_jpeg.rf.9c038356fadbbd34d32bf53d2b97886c.jpg,roboflow_sugarcane\test\healthy-47-_jpeg.rf.9c038356fadbbd34d32bf53d2b97886c.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,34.11,0,1,69.71,0.1025,39.78,-13.84,6.1,0.904,146.23,0.4638,4.52046783625731,7.145274999999999,0.4840842901809561,0.904,3.262888585750091,409600,0.41,1.0,0,2,0,0
198a1154-394a-4f48-83b8-9564629c4d7e,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-470-_jpeg.rf.110da14c933b087644fbb2605dcb0143.jpg,healthy-470-_jpeg.rf.110da14c933b087644fbb2605dcb0143.jpg,roboflow_sugarcane\test\healthy-470-_jpeg.rf.110da14c933b087644fbb2605dcb0143.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,37.04,0,1,79.11,0.1384,35.87,-6.87,8.62,0.8949,136.69,0.5726,4.134296028880867,10.948824,0.6021702468571494,0.8949,5.793847000679347,409600,0.41,1.0,0,1,0,0
78842909-61e7-4204-abd4-2091c1eeb2b6,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-479-_jpeg.rf.ff5dc1373dac437a5dfdc374d8991592.jpg,healthy-479-_jpeg.rf.ff5dc1373dac437a5dfdc374d8991592.jpg,roboflow_sugarcane\test\healthy-479-_jpeg.rf.ff5dc1373dac437a5dfdc374d8991592.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,42.36,0,1,68.9,0.0861,47.18,-9.14,15.42,0.8994,201.88,0.4367999999999999,5.067285382830626,5.93229,0.7877222551128035,0.8994,13.49031227658755,409600,0.41,1.0,0,3,0,0
3c0b708f-6839-4b67-b778-8e47b35a2851,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-496-_jpeg.rf.258520754964dbeef3dd11343c3e76fc.jpg,healthy-496-_jpeg.rf.258520754964dbeef3dd11343c3e76fc.jpg,roboflow_sugarcane\test\healthy-496-_jpeg.rf.258520754964dbeef3dd11343c3e76fc.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,55.13,0,1,76.04,0.1296,48.2,-19.19,21.51,0.9023,112.41,0.3260999999999999,2.51426368542791,9.854784,0.916910348889138,0.9023,21.834098975540087,409600,0.41,1.0,1,0,0,0
18c027cb-1a96-43ef-8592-d1edbb29b23d,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\healthy-497-_jpeg.rf.f2911074d950acd7eee5d81e67026b4c.jpg,healthy-497-_jpeg.rf.f2911074d950acd7eee5d81e67026b4c.jpg,roboflow_sugarcane\test\healthy-497-_jpeg.rf.f2911074d950acd7eee5d81e67026b4c.jpg,roboflow_sugarcane,test,HEALTHY,.jpg,640,640,3,RGB,45.33,0,1,65.2,0.136,52.08,-8.02,17.55,0.8721,95.77,0.399,2.931667891256429,8.8672,0.954735091792483,0.8721,19.190929860219992,409600,0.41,1.0,0,0,0,0
